path,true_id,pred_id,pred_prob
out/atw_dumbbell_raises/clips/atw_dumbbell_raises_clip012.npz,0,0,0.9999970197677612
out/atw_dumbbell_raises/clips/atw_dumbbell_raises_clip012.npz,0,0,0.9999936819076538
out/atw_dumbbell_raises/clips/atw_dumbbell_raises_clip012.npz,0,0,0.9999803304672241
out/atw_dumbbell_raises/clips/atw_dumbbell_raises_clip015.npz,0,0,0.9938325881958008
out/atw_dumbbell_raises/clips/atw_dumbbell_raises_clip015.npz,0,0,0.9999982118606567
out/atw_dumbbell_raises/clips/atw_dumbbell_raises_clip015.npz,0,0,0.9999997615814209
out/atw_dumbbell_raises/clips/atw_dumbbell_raises_clip015.npz,0,0,0.9985301494598389
out/atw_dumbbell_raises/clips/atw_dumbbell_raises_clip016.npz,0,0,0.9999995231628418
out/atw_dumbbell_raises/clips/atw_dumbbell_raises_clip016.npz,0,0,0.9999966621398926
out/atw_dumbbell_raises/clips/atw_dumbbell_raises_clip016.npz,0,0,0.9999991655349731
out/atw_dumbbell_raises/clips/atw_dumbbell_raises_clip016.npz,0,0,0.995526134967804
out/atw_dumbbell_raises/clips/atw_dumbbell_raises_clip001.npz,0,0,0.999976634979248
out/atw_dumbbell_raises/clips/atw_dumbbell_raises_clip001.npz,0,0,0.9999991655349731
out/squats/clips/squat_clip010.npz,6,6,0.9999995231628418
out/squats/clips/squat_clip010.npz,6,6,0.9999991655349731
out/squats/clips/squat_clip010.npz,6,6,0.9943428039550781
out/squats/clips/squat_clip015.npz,6,6,0.9999992847442627
out/squats/clips/squat_clip015.npz,6,6,0.9999986886978149
out/squats_test/clips/squat_clip030.npz,6,6,0.9999889135360718
out/squats_test/clips/squat_clip031.npz,6,6,0.9999710321426392
out/squats_test/clips/squat_clip032.npz,6,6,0.9996328353881836
out/squats_test/clips/squat_clip034.npz,6,0,0.9992826581001282
out/squats_test/clips/squat_clip034.npz,6,0,0.9999402761459351
out/squats_test/clips/squat_clip034.npz,6,0,0.9979673027992249
out/squats_test/clips/squat_clip034.npz,6,0,0.9992826581001282
out/squats_test/clips/squat_clip034.npz,6,0,0.9999402761459351
out/squats_test/clips/squat_clip034.npz,6,0,0.9979673027992249
out/squats_test/clips/squat_clip035.npz,6,6,0.9980416297912598
out/squats_test/clips/squat_clip035.npz,6,6,0.9787282943725586
out/squats_test/clips/squat_clip035.npz,6,6,0.9915721416473389
out/squats_test/clips/squat_clip035.npz,6,6,0.9965950846672058
out/squats_test/clips/squat_clip036.npz,6,6,0.9998310804367065
out/squats_test/clips/squat_clip036.npz,6,6,0.9999825954437256
out/squats_test/clips/squat_clip036.npz,6,6,0.9999117851257324
out/squats_test/clips/squat_clip036.npz,6,6,0.9999953508377075
out/biceps_raises/clips/biceps_raises_clip_two_hands006.npz,2,2,0.9931818842887878
out/biceps_raises/clips/biceps_raises_clip_one_hand006.npz,2,2,0.9844290018081665
out/biceps_raises/clips/biceps_raises_clip_two_hands010.npz,2,2,0.9940319657325745
out/biceps_raises/clips/biceps_raises_clip_two_hands010.npz,2,2,0.9946081638336182
out/biceps_raises/clips/biceps_raises_clip_two_hands012.npz,2,2,0.9962933659553528
out/front_dumbbell_raises/clips/front_dumbbell_raises_clip016.npz,3,3,0.997112512588501
out/front_dumbbell_raises/clips/front_dumbbell_raises_clip025.npz,3,3,0.9835072755813599
out/front_dumbbell_raises/clips/front_dumbbell_raises_clip023.npz,3,3,0.9875050783157349
out/front_dumbbell_raises/clips/front_dumbbell_raises_clip005.npz,3,3,0.9999831914901733
out/lateral_raises/clips/lateral_raises_clip015.npz,4,4,0.9996439218521118
out/lateral_raises/clips/lateral_raises_clip016.npz,4,4,0.9997627139091492
out/lateral_raises/clips/lateral_raises_clip016.npz,4,4,0.9997052550315857
out/lateral_raises/clips/lateral_raises_clip009.npz,4,4,0.999473512172699
out/lateral_raises/clips/lateral_raises_clip009.npz,4,4,0.9946020841598511
out/lateral_raises/clips/lateral_raises_clip007.npz,4,4,0.9996163845062256
out/lateral_raises/clips/lateral_raises_clip007.npz,4,4,0.9829936027526855
out/push_ups/clips/push_up_clip008.npz,5,5,1.0
out/push_ups/clips/push_up_clip008.npz,5,5,1.0
out/push_ups/clips/push_up_clip008.npz,5,5,1.0
out/push_ups/clips/push_up_clip008.npz,5,5,1.0
out/push_ups/clips/push_up_clip002.npz,5,5,0.9999998807907104
out/push_ups/clips/push_up_clip002.npz,5,5,1.0
out/push_ups/clips/push_up_clip003.npz,5,5,1.0
out/push_ups/clips/push_up_clip007.npz,5,5,1.0
out/push_ups/clips/push_up_clip007.npz,5,5,0.9999998807907104
out/push_ups/clips/push_up_clip007.npz,5,5,0.9999998807907104
out/push_ups/clips/push_up_clip007.npz,5,5,1.0
out/barbel_rows/clips/barbel_row_clip007.npz,1,1,0.9999996423721313
out/barbel_rows/clips/barbel_row_clip005.npz,1,1,0.9999998807907104
out/barbel_rows/clips/barbel_row_clip001.npz,1,1,1.0
